Name,StringID,X,Y,Tilt,Azimuth
Table_048,INV01-STR049,1400.0,12806.4,25,180
Table_049,INV01-STR050,1400.0,14407.2,25,180
Table_050,INV01-STR051,1400.0,16007.999999999998,25,180
Table_051,INV01-STR052,1400.0,17608.8,25,180
Table_052,INV01-STR053,1400.0,19209.6,25,180
Table_053,INV01-STR054,1400.0,20810.399999999998,25,180
Table_054,INV01-STR055,1400.0,22411.2,25,180
Table_055,INV01-STR056,1400.0,24011.999999999996,25,180
Table_056,INV01-STR057,1400.0,25612.8,25,180
Table_057,INV01-STR058,1400.0,27213.6,25,180
Table_058,INV01-STR059,1400.0,28814.4,25,180
Table_059,INV01-STR060,1400.0,30415.199999999997,25,180
Table_060,INV01-STR061,2100.0,0.0,25,180
Table_061,INV01-STR062,2100.0,1600.8,25,180
Table_062,INV01-STR063,2100.0,3201.6,25,180
Table_063,INV01-STR064,2100.0,4802.4,25,180
Table_064,INV01-STR065,2100.0,6403.2,25,180
Table_065,INV01-STR066,2100.0,8003.999999999999,25,180
Table_066,INV01-STR067,2100.0,9604.8,25,180
Table_067,INV01-STR068,2100.0,11205.6,25,180
Table_068,INV01-STR069,2100.0,12806.4,25,180
Table_069,INV01-STR070,2100.0,14407.2,25,180
Table_070,INV01-STR071,2100.0,16007.999999999998,25,180
Table_071,INV01-STR072,2100.0,17608.8,25,180
Table_072,INV01-STR073,2100.0,19209.6,25,180
Table_073,INV01-STR074,2100.0,20810.399999999998,25,180
Table_074,INV01-STR075,2100.0,22411.2,25,180
Table_075,INV01-STR076,2100.0,24011.999999999996,25,180
Table_076,INV01-STR077,2100.0,25612.8,25,180
Table_077,INV01-STR078,2100.0,27213.6,25,180
Table_078,INV01-STR079,2100.0,28814.4,25,180
Table_079,INV01-STR080,2100.0,30415.199999999997,25,180
Table_080,INV01-STR081,2800.0,0.0,25,180
Table_081,INV01-STR082,2800.0,1600.8,25,180
Table_082,INV01-STR083,2800.0,3201.6,25,180
Table_083,INV01-STR084,2800.0,4802.4,25,180
Table_084,INV01-STR085,2800.0,6403.2,25,180
Table_085,INV01-STR086,2800.0,8003.999999999999,25,180
Table_086,INV01-STR087,2800.0,9604.8,25,180
Table_087,INV01-STR088,2800.0,11205.6,25,180
Table_088,INV01-STR089,2800.0,12806.4,25,180
Table_089,INV01-STR090,2800.0,14407.2,25,180
Table_090,INV01-STR091,2800.0,16007.999999999998,25,180
Table_091,INV01-STR092,2800.0,17608.8,25,180
Table_092,INV01-STR093,2800.0,19209.6,25,180
Table_093,INV01-STR094,2800.0,20810.399999999998,25,180
Table_094,INV01-STR095,2800.0,22411.2,25,180
Table_095,INV01-STR096,2800.0,24011.999999999996,25,180
Table_096,INV01-STR097,2800.0,25612.8,25,180
Table_097,INV01-STR098,2800.0,27213.6,25,180
Table_098,INV01-STR099,2800.0,28814.4,25,180
Table_099,INV01-STR100,2800.0,30415.199999999997,25,180
Table_100,INV01-STR101,3500.0,0.0,25,180
Table_101,INV01-STR102,3500.0,1600.8,25,180
Table_102,INV01-STR103,3500.0,3201.6,25,180
Table_103,INV01-STR104,3500.0,4802.4,25,180
Table_104,INV01-STR105,3500.0,6403.2,25,180
Table_105,INV01-STR106,3500.0,8003.999999999999,25,180
Table_106,INV01-STR107,3500.0,9604.8,25,180
Table_107,INV01-STR108,3500.0,11205.6,25,180
Table_108,INV01-STR109,3500.0,12806.4,25,180
Table_109,INV01-STR110,3500.0,14407.2,25,180
Table_110,INV01-STR111,3500.0,16007.999999999998,25,180
Table_111,INV01-STR112,3500.0,17608.8,25,180
Table_112,INV01-STR113,3500.0,19209.6,25,180
Table_113,INV01-STR114,3500.0,20810.399999999998,25,180
Table_114,INV01-STR115,3500.0,22411.2,25,180
Table_115,INV01-STR116,3500.0,24011.999999999996,25,180
Table_116,INV01-STR117,3500.0,25612.8,25,180
Table_117,INV01-STR118,3500.0,27213.6,25,180
Table_118,INV01-STR119,3500.0,28814.4,25,180
Table_119,INV01-STR120,3500.0,30415.199999999997,25,180
Table_120,INV02-STR001,4200.0,0.0,25,180
Table_121,INV02-STR002,4200.0,1600.8,25,180
Table_122,INV02-STR003,4200.0,3201.6,25,180
Table_123,INV02-STR004,4200.0,4802.4,25,180
Table_124,INV02-STR005,4200.0,6403.2,25,180
Table_125,INV02-STR006,4200.0,8003.999999999999,25,180
Table_126,INV02-STR007,4200.0,9604.8,25,180
Table_127,INV02-STR008,4200.0,11205.6,25,180
Table_128,INV02-STR009,4200.0,12806.4,25,180
Table_129,INV02-STR010,4200.0,14407.2,25,180
Table_130,INV02-STR011,4200.0,16007.999999999998,25,180
Table_131,INV02-STR012,4200.0,17608.8,25,180
Table_132,INV02-STR013,4200.0,19209.6,25,180
Table_133,INV02-STR014,4200.0,20810.399999999998,25,180
Table_134,INV02-STR015,4200.0,22411.2,25,180
Table_135,INV02-STR016,4200.0,24011.999999999996,25,180
Table_136,INV02-STR017,4200.0,25612.8,25,180
Table_137,INV02-STR018,4200.0,27213.6,25,180
Table_138,INV02-STR019,4200.0,28814.4,25,180
Table_139,INV02-STR020,4200.0,30415.199999999997,25,180
Table_140,INV02-STR021,4900.0,0.0,25,180
Table_141,INV02-STR022,4900.0,1600.8,25,180
Table_142,INV02-STR023,4900.0,3201.6,25,180
Table_143,INV02-STR024,4900.0,4802.4,25,180
Table_144,INV02-STR025,4900.0,6403.2,25,180
Table_145,INV02-STR026,4900.0,8003.999999999999,25,180
Table_146,INV02-STR027,4900.0,9604.8,25,180
Table_147,INV02-STR028,4900.0,11205.6,25,180
Table_148,INV02-STR029,4900.0,12806.4,25,180
Table_149,INV02-STR030,4900.0,14407.2,25,180
Table_150,INV02-STR031,4900.0,16007.999999999998,25,180
Table_151,INV02-STR032,4900.0,17608.8,25,180
Table_152,INV02-STR033,4900.0,19209.6,25,180
Table_153,INV02-STR034,4900.0,20810.399999999998,25,180
Table_154,INV02-STR035,4900.0,22411.2,25,180
Table_155,INV02-STR036,4900.0,24011.999999999996,25,180
Table_156,INV02-STR037,4900.0,25612.8,25,180
Table_157,INV02-STR038,4900.0,27213.6,25,180
Table_158,INV02-STR039,4900.0,28814.4,25,180
Table_159,INV02-STR040,4900.0,30415.199999999997,25,180
Table_160,INV02-STR041,5600.0,0.0,25,180
Table_161,INV02-STR042,5600.0,1600.8,25,180
Table_162,INV02-STR043,5600.0,3201.6,25,180
Table_163,INV02-STR044,5600.0,4802.4,25,180
Table_164,INV02-STR045,5600.0,6403.2,25,180
Table_165,INV02-STR046,5600.0,8003.999999999999,25,180
Table_166,INV02-STR047,5600.0,9604.8,25,180
Table_167,INV02-STR048,5600.0,11205.6,25,180
Table_168,INV02-STR049,5600.0,12806.4,25,180
Table_169,INV02-STR050,5600.0,14407.2,25,180
Table_170,INV02-STR051,5600.0,16007.999999999998,25,180
Table_171,INV02-STR052,5600.0,17608.8,25,180
Table_172,INV02-STR053,5600.0,19209.6,25,180
Table_173,INV02-STR054,5600.0,20810.399999999998,25,180
Table_174,INV02-STR055,5600.0,22411.2,25,180
Table_175,INV02-STR056,5600.0,24011.999999999996,25,180
Table_176,INV02-STR057,5600.0,25612.8,25,180
Table_177,INV02-STR058,5600.0,27213.6,25,180
Table_178,INV02-STR059,5600.0,28814.4,25,180
Table_179,INV02-STR060,5600.0,30415.199999999997,25,180
Table_180,INV02-STR061,6300.0,0.0,25,180
Table_181,INV02-STR062,6300.0,1600.8,25,180
Table_182,INV02-STR063,6300.0,3201.6,25,180
Table_183,INV02-STR064,6300.0,4802.4,25,180
Table_184,INV02-STR065,6300.0,6403.2,25,180
Table_185,INV02-STR066,6300.0,8003.999999999999,25,180
Table_186,INV02-STR067,6300.0,9604.8,25,180
Table_187,INV02-STR068,6300.0,11205.6,25,180
Table_188,INV02-STR069,6300.0,12806.4,25,180
Table_189,INV02-STR070,6300.0,14407.2,25,180
Table_190,INV02-STR071,6300.0,16007.999999999998,25,180
Table_191,INV02-STR072,6300.0,17608.8,25,180
Table_192,INV02-STR073,6300.0,19209.6,25,180
Table_193,INV02-STR074,6300.0,20810.399999999998,25,180
Table_194,INV02-STR075,6300.0,22411.2,25,180
Table_195,INV02-STR076,6300.0,24011.999999999996,25,180
Table_196,INV02-STR077,6300.0,25612.8,25,180
Table_197,INV02-STR078,6300.0,27213.6,25,180
Table_198,INV02-STR079,6300.0,28814.4,25,180
Table_199,INV02-STR080,6300.0,30415.199999999997,25,180
Table_200,INV02-STR081,7000.0,0.0,25,180
Table_201,INV02-STR082,7000.0,1600.8,25,180
Table_202,INV02-STR083,7000.0,3201.6,25,180
Table_203,INV02-STR084,7000.0,4802.4,25,180
Table_204,INV02-STR085,7000.0,6403.2,25,180
Table_205,INV02-STR086,7000.0,8003.999999999999,25,180
Table_206,INV02-STR087,7000.0,9604.8,25,180
Table_207,INV02-STR088,7000.0,11205.6,25,180
Table_208,INV02-STR089,7000.0,12806.4,25,180
Table_209,INV02-STR090,7000.0,14407.2,25,180
Table_210,INV02-STR091,7000.0,16007.999999999998,25,180
Table_211,INV02-STR092,7000.0,17608.8,25,180
Table_212,INV02-STR093,7000.0,19209.6,25,180
Table_213,INV02-STR094,7000.0,20810.399999999998,25,180
Table_214,INV02-STR095,7000.0,22411.2,25,180
Table_215,INV02-STR096,7000.0,24011.999999999996,25,180
Table_216,INV02-STR097,7000.0,25612.8,25,180
Table_217,INV02-STR098,7000.0,27213.6,25,180
Table_218,INV02-STR099,7000.0,28814.4,25,180
Table_219,INV02-STR100,7000.0,30415.199999999997,25,180
Table_220,INV02-STR101,7700.0,0.0,25,180
Table_221,INV02-STR102,7700.0,1600.8,25,180
Table_222,INV02-STR103,7700.0,3201.6,25,180
Table_223,INV02-STR104,7700.0,4802.4,25,180
Table_224,INV02-STR105,7700.0,6403.2,25,180
Table_225,INV02-STR106,7700.0,8003.999999999999,25,180
Table_226,INV02-STR107,7700.0,9604.8,25,180
Table_227,INV02-STR108,7700.0,11205.6,25,180
Table_228,INV02-STR109,7700.0,12806.4,25,180
Table_229,INV02-STR110,7700.0,14407.2,25,180
Table_230,INV02-STR111,7700.0,16007.999999999998,25,180
Table_231,INV02-STR112,7700.0,17608.8,25,180
Table_232,INV02-STR113,7700.0,19209.6,25,180
Table_233,INV02-STR114,7700.0,20810.399999999998,25,180
Table_234,INV02-STR115,7700.0,22411.2,25,180
Table_235,INV02-STR116,7700.0,24011.999999999996,25,180
Table_236,INV02-STR117,7700.0,25612.8,25,180
Table_237,INV02-STR118,7700.0,27213.6,25,180
Table_238,INV02-STR119,7700.0,28814.4,25,180
Table_239,INV02-STR120,7700.0,30415.199999999997,25,180
Table_240,INV03-STR001,8400.0,0.0,25,180
Table_241,INV03-STR002,8400.0,1600.8,25,180
Table_242,INV03-STR003,8400.0,3201.6,25,180
Table_243,INV03-STR004,8400.0,4802.4,25,180
Table_244,INV03-STR005,8400.0,6403.2,25,180
Table_245,INV03-STR006,8400.0,8003.999999999999,25,180
Table_246,INV03-STR007,8400.0,9604.8,25,180
Table_247,INV03-STR008,8400.0,11205.6,25,180
Table_248,INV03-STR009,8400.0,12806.4,25,180
Table_249,INV03-STR010,8400.0,14407.2,25,180
Table_250,INV03-STR011,8400.0,16007.999999999998,25,180
Table_251,INV03-STR012,8400.0,17608.8,25,180
Table_252,INV03-STR013,8400.0,19209.6,25,180
Table_253,INV03-STR014,8400.0,20810.399999999998,25,180
Table_254,INV03-STR015,8400.0,22411.2,25,180
Table_255,INV03-STR016,8400.0,24011.999999999996,25,180
Table_256,INV03-STR017,8400.0,25612.8,25,180
Table_257,INV03-STR018,8400.0,27213.6,25,180
Table_258,INV03-STR019,8400.0,28814.4,25,180
Table_259,INV03-STR020,8400.0,30415.199999999997,25,180
Table_260,INV03-STR021,9100.0,0.0,25,180
Table_261,INV03-STR022,9100.0,1600.8,25,180
Table_262,INV03-STR023,9100.0,3201.6,25,180
Table_263,INV03-STR024,9100.0,4802.4,25,180
Table_264,INV03-STR025,9100.0,6403.2,25,180
Table_265,INV03-STR026,9100.0,8003.999999999999,25,180
Table_266,INV03-STR027,9100.0,9604.8,25,180
Table_267,INV03-STR028,9100.0,11205.6,25,180
Table_268,INV03-STR029,9100.0,12806.4,25,180
Table_269,INV03-STR030,9100.0,14407.2,25,180
Table_270,INV03-STR031,9100.0,16007.999999999998,25,180
Table_271,INV03-STR032,9100.0,17608.8,25,180
Table_272,INV03-STR033,9100.0,19209.6,25,180
Table_273,INV03-STR034,9100.0,20810.399999999998,25,180
Table_274,INV03-STR035,9100.0,22411.2,25,180
Table_275,INV03-STR036,9100.0,24011.999999999996,25,180
Table_276,INV03-STR037,9100.0,25612.8,25,180
Table_277,INV03-STR038,9100.0,27213.6,25,180
Table_278,INV03-STR039,9100.0,28814.4,25,180
Table_279,INV03-STR040,9100.0,30415.199999999997,25,180
Table_280,INV03-STR041,9800.0,0.0,25,180
Table_281,INV03-STR042,9800.0,1600.8,25,180
Table_282,INV03-STR043,9800.0,3201.6,25,180
Table_283,INV03-STR044,9800.0,4802.4,25,180
Table_284,INV03-STR045,9800.0,6403.2,25,180
Table_285,INV03-STR046,9800.0,8003.999999999999,25,180
Table_286,INV03-STR047,9800.0,9604.8,25,180
Table_287,INV03-STR048,9800.0,11205.6,25,180
Table_288,INV03-STR049,9800.0,12806.4,25,180
Table_289,INV03-STR050,9800.0,14407.2,25,180
Table_290,INV03-STR051,9800.0,16007.999999999998,25,180
Table_291,INV03-STR052,9800.0,17608.8,25,180
Table_292,INV03-STR053,9800.0,19209.6,25,180
Table_293,INV03-STR054,9800.0,20810.399999999998,25,180
Table_294,INV03-STR055,9800.0,22411.2,25,180
Table_295,INV03-STR056,9800.0,24011.999999999996,25,180
Table_296,INV03-STR057,9800.0,25612.8,25,180
Table_297,INV03-STR058,9800.0,27213.6,25,180
Table_298,INV03-STR059,9800.0,28814.4,25,180
Table_299,INV03-STR060,9800.0,30415.199999999997,25,180
Table_300,INV03-STR061,10500.0,0.0,25,180
Table_301,INV03-STR062,10500.0,1600.8,25,180
Table_302,INV03-STR063,10500.0,3201.6,25,180
Table_303,INV03-STR064,10500.0,4802.4,25,180
Table_304,INV03-STR065,10500.0,6403.2,25,180
Table_305,INV03-STR066,10500.0,8003.999999999999,25,180
Table_306,INV03-STR067,10500.0,9604.8,25,180
Table_307,INV03-STR068,10500.0,11205.6,25,180
Table_308,INV03-STR069,10500.0,12806.4,25,180
Table_309,INV03-STR070,10500.0,14407.2,25,180
Table_310,INV03-STR071,10500.0,16007.999999999998,25,180
Table_311,INV03-STR072,10500.0,17608.8,25,180
Table_312,INV03-STR073,10500.0,19209.6,25,180
Table_313,INV03-STR074,10500.0,20810.399999999998,25,180
Table_314,INV03-STR075,10500.0,22411.2,25,180
Table_315,INV03-STR076,10500.0,24011.999999999996,25,180
Table_316,INV03-STR077,10500.0,25612.8,25,180
Table_317,INV03-STR078,10500.0,27213.6,25,180
Table_318,INV03-STR079,10500.0,28814.4,25,180
Table_319,INV03-STR080,10500.0,30415.199999999997,25,180
Table_320,INV03-STR081,11200.0,0.0,25,180
Table_321,INV03-STR082,11200.0,1600.8,25,180
Table_322,INV03-STR083,11200.0,3201.6,25,180
Table_323,INV03-STR084,11200.0,4802.4,25,180
Table_324,INV03-STR085,11200.0,6403.2,25,180
Table_325,INV03-STR086,11200.0,8003.999999999999,25,180
Table_326,INV03-STR087,11200.0,9604.8,25,180
Table_327,INV03-STR088,11200.0,11205.6,25,180
Table_328,INV03-STR089,11200.0,12806.4,25,180
Table_329,INV03-STR090,11200.0,14407.2,25,180
Table_330,INV03-STR091,11200.0,16007.999999999998,25,180
Table_331,INV03-STR092,11200.0,17608.8,25,180
Table_332,INV03-STR093,11200.0,19209.6,25,180
Table_333,INV03-STR094,11200.0,20810.399999999998,25,180
Table_334,INV03-STR095,11200.0,22411.2,25,180
Table_335,INV03-STR096,11200.0,24011.999999999996,25,180
Table_336,INV03-STR097,11200.0,25612.8,25,180
Table_337,INV03-STR098,11200.0,27213.6,25,180
Table_338,INV03-STR099,11200.0,28814.4,25,180
Table_339,INV03-STR100,11200.0,30415.199999999997,25,180
Table_340,INV03-STR101,11900.0,0.0,25,180
Table_341,INV03-STR102,11900.0,1600.8,25,180
Table_342,INV03-STR103,11900.0,3201.6,25,180
Table_343,INV03-STR104,11900.0,4802.4,25,180
Table_344,INV03-STR105,11900.0,6403.2,25,180
Table_345,INV03-STR106,11900.0,8003.999999999999,25,180
Table_346,INV03-STR107,11900.0,9604.8,25,180
Table_347,INV03-STR108,11900.0,11205.6,25,180
Table_348,INV03-STR109,11900.0,12806.4,25,180
Table_349,INV03-STR110,11900.0,14407.2,25,180
Table_350,INV03-STR111,11900.0,16007.999999999998,25,180
Table_351,INV03-STR112,11900.0,17608.8,25,180
Table_352,INV03-STR113,11900.0,19209.6,25,180
Table_353,INV03-STR114,11900.0,20810.399999999998,25,180
Table_354,INV03-STR115,11900.0,22411.2,25,180
Table_355,INV03-STR116,11900.0,24011.999999999996,25,180
Table_356,INV03-STR117,11900.0,25612.8,25,180
Table_357,INV03-STR118,11900.0,27213.6,25,180
Table_358,INV03-STR119,11900.0,28814.4,25,180
Table_359,INV03-STR120,11900.0,30415.199999999997,25,180
Table_360,INV04-STR001,12600.0,0.0,25,180
Table_361,INV04-STR002,12600.0,1600.8,25,180
Table_362,INV04-STR003,12600.0,3201.6,25,180
Table_363,INV04-STR004,12600.0,4802.4,25,180
Table_364,INV04-STR005,12600.0,6403.2,25,180
Table_365,INV04-STR006,12600.0,8003.999999999999,25,180
Table_366,INV04-STR007,12600.0,9604.8,25,180
Table_367,INV04-STR008,12600.0,11205.6,25,180
Table_368,INV04-STR009,12600.0,12806.4,25,180
Table_369,INV04-STR010,12600.0,14407.2,25,180
Table_370,INV04-STR011,12600.0,16007.999999999998,25,180
Table_371,INV04-STR012,12600.0,17608.8,25,180
Table_372,INV04-STR013,12600.0,19209.6,25,180
Table_373,INV04-STR014,12600.0,20810.399999999998,25,180
Table_374,INV04-STR015,12600.0,22411.2,25,180
Table_375,INV04-STR016,12600.0,24011.999999999996,25,180
Table_376,INV04-STR017,12600.0,25612.8,25,180
Table_377,INV04-STR018,12600.0,27213.6,25,180
Table_378,INV04-STR019,12600.0,28814.4,25,180
Table_379,INV04-STR020,12600.0,30415.199999999997,25,180
Table_380,INV04-STR021,13300.0,0.0,25,180
Table_381,INV04-STR022,13300.0,1600.8,25,180
Table_382,INV04-STR023,13300.0,3201.6,25,180
Table_383,INV04-STR024,13300.0,4802.4,25,180
Table_384,INV04-STR025,13300.0,6403.2,25,180
Table_385,INV04-STR026,13300.0,8003.999999999999,25,180
Table_386,INV04-STR027,13300.0,9604.8,25,180
Table_387,INV04-STR028,13300.0,11205.6,25,180
Table_388,INV04-STR029,13300.0,12806.4,25,180
Table_389,INV04-STR030,13300.0,14407.2,25,180
Table_390,INV04-STR031,13300.0,16007.999999999998,25,180
Table_391,INV04-STR032,13300.0,17608.8,25,180
Table_392,INV04-STR033,13300.0,19209.6,25,180
Table_393,INV04-STR034,13300.0,20810.399999999998,25,180
Table_394,INV04-STR035,13300.0,22411.2,25,180
Table_395,INV04-STR036,13300.0,24011.999999999996,25,180
Table_396,INV04-STR037,13300.0,25612.8,25,180
Table_397,INV04-STR038,13300.0,27213.6,25,180
Table_398,INV04-STR039,13300.0,28814.4,25,180
Table_399,INV04-STR040,13300.0,30415.199999999997,25,180
Table_400,INV04-STR041,14000.0,0.0,25,180
Table_401,INV04-STR042,14000.0,1600.8,25,180
Table_402,INV04-STR043,14000.0,3201.6,25,180
Table_403,INV04-STR044,14000.0,4802.4,25,180
Table_404,INV04-STR045,14000.0,6403.2,25,180
Table_405,INV04-STR046,14000.0,8003.999999999999,25,180
Table_406,INV04-STR047,14000.0,9604.8,25,180
Table_407,INV04-STR048,14000.0,11205.6,25,180
Table_408,INV04-STR049,14000.0,12806.4,25,180
Table_409,INV04-STR050,14000.0,14407.2,25,180
Table_410,INV04-STR051,14000.0,16007.999999999998,25,180
Table_411,INV04-STR052,14000.0,17608.8,25,180
Table_412,INV04-STR053,14000.0,19209.6,25,180
Table_413,INV04-STR054,14000.0,20810.399999999998,25,180
Table_414,INV04-STR055,14000.0,22411.2,25,180
Table_415,INV04-STR056,14000.0,24011.999999999996,25,180
Table_416,INV04-STR057,14000.0,25612.8,25,180
Table_417,INV04-STR058,14000.0,27213.6,25,180
Table_418,INV04-STR059,14000.0,28814.4,25,180
Table_419,INV04-STR060,14000.0,30415.199999999997,25,180
Table_420,INV04-STR061,14700.0,0.0,25,180
Table_421,INV04-STR062,14700.0,1600.8,25,180
Table_422,INV04-STR063,14700.0,3201.6,25,180
Table_423,INV04-STR064,14700.0,4802.4,25,180
Table_424,INV04-STR065,14700.0,6403.2,25,180
Table_425,INV04-STR066,14700.0,8003.999999999999,25,180
Table_426,INV04-STR067,14700.0,9604.8,25,180
Table_427,INV04-STR068,14700.0,11205.6,25,180
Table_428,INV04-STR069,14700.0,12806.4,25,180
Table_429,INV04-STR070,14700.0,14407.2,25,180
Table_430,INV04-STR071,14700.0,16007.999999999998,25,180
Table_431,INV04-STR072,14700.0,17608.8,25,180
Table_432,INV04-STR073,14700.0,19209.6,25,180
Table_433,INV04-STR074,14700.0,20810.399999999998,25,180
Table_434,INV04-STR075,14700.0,22411.2,25,180
Table_435,INV04-STR076,14700.0,24011.999999999996,25,180
Table_436,INV04-STR077,14700.0,25612.8,25,180
Table_437,INV04-STR078,14700.0,27213.6,25,180
Table_438,INV04-STR079,14700.0,28814.4,25,180
Table_439,INV04-STR080,14700.0,30415.199999999997,25,180
Table_440,INV04-STR081,15400.0,0.0,25,180
Table_441,INV04-STR082,15400.0,1600.8,25,180
Table_442,INV04-STR083,15400.0,3201.6,25,180
Table_443,INV04-STR084,15400.0,4802.4,25,180
Table_444,INV04-STR085,15400.0,6403.2,25,180
Table_445,INV04-STR086,15400.0,8003.999999999999,25,180
Table_446,INV04-STR087,15400.0,9604.8,25,180
Table_447,INV04-STR088,15400.0,11205.6,25,180
Table_448,INV04-STR089,15400.0,12806.4,25,180
Table_449,INV04-STR090,15400.0,14407.2,25,180
Table_450,INV04-STR091,15400.0,16007.999999999998,25,180
Table_451,INV04-STR092,15400.0,17608.8,25,180
Table_452,INV04-STR093,15400.0,19209.6,25,180
Table_453,INV04-STR094,15400.0,20810.399999999998,25,180
Table_454,INV04-STR095,15400.0,22411.2,25,180
Table_455,INV04-STR096,15400.0,24011.999999999996,25,180
Table_456,INV04-STR097,15400.0,25612.8,25,180
Table_457,INV04-STR098,15400.0,27213.6,25,180
Table_458,INV04-STR099,15400.0,28814.4,25,180
Table_459,INV04-STR100,15400.0,30415.199999999997,25,180
Table_460,INV04-STR101,16100.0,0.0,25,180
Table_461,INV04-STR102,16100.0,1600.8,25,180
Table_462,INV04-STR103,16100.0,3201.6,25,180
Table_463,INV04-STR104,16100.0,4802.4,25,180
Table_464,INV04-STR105,16100.0,6403.2,25,180
Table_465,INV04-STR106,16100.0,8003.999999999999,25,180
Table_466,INV04-STR107,16100.0,9604.8,25,180
Table_467,INV04-STR108,16100.0,11205.6,25,180
Table_468,INV04-STR109,16100.0,12806.4,25,180
Table_469,INV04-STR110,16100.0,14407.2,25,180
Table_470,INV04-STR111,16100.0,16007.999999999998,25,180
Table_471,INV04-STR112,16100.0,17608.8,25,180
Table_472,INV04-STR113,16100.0,19209.6,25,180
Table_473,INV04-STR114,16100.0,20810.399999999998,25,180
Table_474,INV04-STR115,16100.0,22411.2,25,180
Table_475,INV04-STR116,16100.0,24011.999999999996,25,180
Table_476,INV04-STR117,16100.0,25612.8,25,180
Table_477,INV04-STR118,16100.0,27213.6,25,180
Table_478,INV04-STR119,16100.0,28814.4,25,180
Table_479,INV04-STR120,16100.0,30415.199999999997,25,180
